,gene,transcript,protein_change,score,pvalue,qvalue,info
0,ARID1A,ENST00000324856,.,.,8.0,3.569074074074075e-06,SAMPLES=466;SNV=413;INDEL=111;STRATIFIED_FDR=1.1921052631578947e-07
5128,PDHA1,ENST00000379806,.,.,0.4306612099570775,1.0,SAMPLES=46;SNV=45;INDEL=1;STRATIFIED_FDR=1.0
5129,ZNF763,ENST00000590798,.,.,0.4302282669235424,1.0,SAMPLES=39;SNV=42;INDEL=0;STRATIFIED_FDR=1.0
5130,CUZD1,ENST00000368904,.,.,0.43016979419690426,1.0,SAMPLES=52;SNV=56;INDEL=0;STRATIFIED_FDR=1.0
5131,SMARCD1,ENST00000394963,.,.,0.4300294917651324,1.0,SAMPLES=32;SNV=32;INDEL=1;STRATIFIED_FDR=1.0
5132,BMP1,ENST00000306385,.,.,0.42990092100804206,1.0,SAMPLES=83;SNV=84;INDEL=1;STRATIFIED_FDR=1.0
5133,SH3TC2,ENST00000515425,.,.,0.4298658628610318,1.0,SAMPLES=108;SNV=111;INDEL=2;STRATIFIED_FDR=1.0
5134,MAGEB10,ENST00000356790,.,.,0.42983080754383973,1.0,SAMPLES=65;SNV=66;INDEL=0;STRATIFIED_FDR=1.0
5135,RNASE4,ENST00000555835,.,.,0.429737340529188,1.0,SAMPLES=18;SNV=17;INDEL=1;STRATIFIED_FDR=1.0
5136,SP2,ENST00000376741,.,.,0.429725658566606,1.0,SAMPLES=28;SNV=29;INDEL=0;STRATIFIED_FDR=1.0
5137,EEF1B2,ENST00000392222,.,.,0.429702295584089,1.0,SAMPLES=20;SNV=23;INDEL=0;STRATIFIED_FDR=1.0
5138,ZNF660,ENST00000322734,.,.,0.42967893385832207,1.0,SAMPLES=25;SNV=27;INDEL=0;STRATIFIED_FDR=1.0
5139,PSMC6,ENST00000445930,.,.,0.42956214407600596,1.0,SAMPLES=41;SNV=40;INDEL=1;STRATIFIED_FDR=1.0
5140,TBC1D20,ENST00000354200,.,.,0.4295504668249694,1.0,SAMPLES=23;SNV=22;INDEL=2;STRATIFIED_FDR=1.0
5141,HHAT,ENST00000545154,.,.,0.4295271132647829,1.0,SAMPLES=50;SNV=51;INDEL=0;STRATIFIED_FDR=1.0
5142,CUX1,ENST00000360264,.,.,0.4294220377817339,1.0,SAMPLES=170;SNV=174;INDEL=3;STRATIFIED_FDR=1.0
5143,DDIT4,ENST00000307365,.,.,0.4293870182694057,1.0,SAMPLES=21;SNV=20;INDEL=1;STRATIFIED_FDR=1.0
5144,GIPC1,ENST00000393033,.,.,0.4293636734965399,1.0,SAMPLES=38;SNV=38;INDEL=1;STRATIFIED_FDR=1.0
5145,B3GALT4,ENST00000451237,.,.,0.42917696047478904,1.0,SAMPLES=38;SNV=37;INDEL=1;STRATIFIED_FDR=1.0
5146,LAD1,ENST00000391967,.,.,0.4290253152290334,1.0,SAMPLES=56;SNV=55;INDEL=3;STRATIFIED_FDR=1.0
5147,MDGA2,ENST00000439988,.,.,0.4290136524030668,1.0,SAMPLES=222;SNV=232;INDEL=3;STRATIFIED_FDR=1.0
5148,MAN1B1,ENST00000371589,.,.,0.42890870106102075,1.0,SAMPLES=45;SNV=50;INDEL=0;STRATIFIED_FDR=1.0
5149,KRT19,ENST00000361566,.,.,0.4286406072461604,1.0,SAMPLES=47;SNV=43;INDEL=5;STRATIFIED_FDR=1.0
5150,DSC2,ENST00000280904,.,.,0.42861730255983543,1.0,SAMPLES=125;SNV=132;INDEL=2;STRATIFIED_FDR=1.0
5151,SPANXN5,ENST00000375511,.,.,0.42860565068561374,1.0,SAMPLES=21;SNV=21;INDEL=0;STRATIFIED_FDR=1.0
5152,IKZF4,ENST00000262032,.,.,0.4285590463146069,1.0,SAMPLES=44;SNV=47;INDEL=1;STRATIFIED_FDR=1.0
5153,ZNF609,ENST00000326648,.,.,0.4284891491338922,1.0,SAMPLES=106;SNV=108;INDEL=1;STRATIFIED_FDR=1.0
5154,KLRC3,ENST00000381903,.,.,0.42845420476166207,1.0,SAMPLES=33;SNV=36;INDEL=0;STRATIFIED_FDR=1.0
5155,RAB3IP,ENST00000550536,.,.,0.4284309100754708,1.0,SAMPLES=55;SNV=60;INDEL=1;STRATIFIED_FDR=1.0
5156,NOG,ENST00000332822,.,.,0.4283959703887919,1.0,SAMPLES=15;SNV=16;INDEL=0;STRATIFIED_FDR=1.0
5157,CTC-454I21.3,ENST00000588873,.,.,0.4282562397448314,1.0,SAMPLES=12;SNV=12;INDEL=0;STRATIFIED_FDR=1.0
5158,UFC1,ENST00000368003,.,.,0.4281747509591709,1.0,SAMPLES=12;SNV=13;INDEL=0;STRATIFIED_FDR=1.0
5159,OR6F1,ENST00000302084,.,.,0.42800018360293696,1.0,SAMPLES=133;SNV=145;INDEL=1;STRATIFIED_FDR=1.0
5160,RPS27,ENST00000368567,.,.,0.4279769132561542,1.0,SAMPLES=5;SNV=5;INDEL=0;STRATIFIED_FDR=1.0
5161,BOP1,ENST00000307404,.,.,0.42795364415617526,1.0,SAMPLES=13;SNV=13;INDEL=0;STRATIFIED_FDR=1.0
5162,GDPGP1,ENST00000558017,.,.,0.42790710969609447,1.0,SAMPLES=29;SNV=29;INDEL=0;STRATIFIED_FDR=1.0
5163,SNRPF,ENST00000266735,.,.,0.4278489486318857,1.0,SAMPLES=3;SNV=3;INDEL=0;STRATIFIED_FDR=1.0
5164,PPIAL4G,ENST00000419275,.,.,0.4277907953556105,1.0,SAMPLES=32;SNV=33;INDEL=0;STRATIFIED_FDR=1.0
5165,BEX5,ENST00000543160,.,.,0.427732649865183,1.0,SAMPLES=9;SNV=9;INDEL=0;STRATIFIED_FDR=1.0
5166,IQCA1,ENST00000409907,.,.,0.4276396332698599,1.0,SAMPLES=83;SNV=88;INDEL=0;STRATIFIED_FDR=1.0
5167,NUP62,ENST00000596217,.,.,0.427511767971747,1.0,SAMPLES=59;SNV=58;INDEL=2;STRATIFIED_FDR=1.0
5168,ZCCHC7,ENST00000336755,.,.,0.4274652808318912,1.0,SAMPLES=45;SNV=44;INDEL=1;STRATIFIED_FDR=1.0
5169,IQCD,ENST00000299732,.,.,0.4272329197434969,1.0,SAMPLES=24;SNV=24;INDEL=0;STRATIFIED_FDR=1.0
5170,OR6C75,ENST00000343399,.,.,0.42719807630038914,1.0,SAMPLES=66;SNV=68;INDEL=1;STRATIFIED_FDR=1.0
5171,PUF60,ENST00000526683,.,.,0.4271632356525462,1.0,SAMPLES=32;SNV=32;INDEL=1;STRATIFIED_FDR=1.0
5172,F2RL1,ENST00000296677,.,.,0.4270355105182539,1.0,SAMPLES=39;SNV=39;INDEL=0;STRATIFIED_FDR=1.0
5173,ABCG1,ENST00000398457,.,.,0.42690782293662294,1.0,SAMPLES=71;SNV=73;INDEL=1;STRATIFIED_FDR=1.0
5174,HAS2,ENST00000303924,.,.,0.4267569678158762,1.0,SAMPLES=78;SNV=83;INDEL=1;STRATIFIED_FDR=1.0
5175,FNDC9,ENST00000312349,.,.,0.4267569678158762,1.0,SAMPLES=31;SNV=32;INDEL=1;STRATIFIED_FDR=1.0
5176,ZNF232,ENST00000250076,.,.,0.4267337639859931,1.0,SAMPLES=45;SNV=48;INDEL=0;STRATIFIED_FDR=1.0
5177,QPCT,ENST00000338415,.,.,0.4266989605655391,1.0,SAMPLES=35;SNV=35;INDEL=1;STRATIFIED_FDR=1.0
5178,TRIM25,ENST00000316881,.,.,0.4266989605655391,1.0,SAMPLES=45;SNV=48;INDEL=0;STRATIFIED_FDR=1.0
5179,RECK,ENST00000377966,.,.,0.426455414685067,1.0,SAMPLES=70;SNV=68;INDEL=2;STRATIFIED_FDR=1.0
5180,SSX2IP,ENST00000342203,.,.,0.42630471660231156,1.0,SAMPLES=46;SNV=45;INDEL=1;STRATIFIED_FDR=1.0
5181,MRPL35,ENST00000337109,.,.,0.4262931266077309,1.0,SAMPLES=21;SNV=17;INDEL=4;STRATIFIED_FDR=1.0
5182,CCAR2,ENST00000308511,.,.,0.4262467697221766,1.0,SAMPLES=56;SNV=59;INDEL=2;STRATIFIED_FDR=1.0
5183,AC011484.1,ENST00000377652,.,.,0.42615407079292317,1.0,SAMPLES=21;SNV=22;INDEL=0;STRATIFIED_FDR=1.0
5184,TOE1,ENST00000372090,.,.,0.42613089915189306,1.0,SAMPLES=26;SNV=24;INDEL=2;STRATIFIED_FDR=1.0
5185,FOXK1,ENST00000328914,.,.,0.42602664206394014,1.0,SAMPLES=59;SNV=61;INDEL=1;STRATIFIED_FDR=1.0
5186,POLR3B,ENST00000228347,.,.,0.4258645141023046,1.0,SAMPLES=80;SNV=82;INDEL=0;STRATIFIED_FDR=1.0
5187,IDO2,ENST00000502986,.,.,0.42563300766973056,1.0,SAMPLES=61;SNV=68;INDEL=1;STRATIFIED_FDR=1.0
5188,OVOL1,ENST00000335987,.,.,0.4255751503388824,1.0,SAMPLES=22;SNV=21;INDEL=1;STRATIFIED_FDR=1.0
5189,HYAL2,ENST00000447092,.,.,0.42549416302267506,1.0,SAMPLES=37;SNV=38;INDEL=0;STRATIFIED_FDR=1.0
5190,MAML1,ENST00000292599,.,.,0.4250778952161444,1.0,SAMPLES=79;SNV=82;INDEL=2;STRATIFIED_FDR=1.0
5191,ACAT1,ENST00000265838,.,.,0.4249854454178861,1.0,SAMPLES=26;SNV=26;INDEL=2;STRATIFIED_FDR=1.0
5192,IRX1,ENST00000302006,.,.,0.42493922789775274,1.0,SAMPLES=145;SNV=150;INDEL=1;STRATIFIED_FDR=1.0
5193,ANAPC2,ENST00000323927,.,.,0.42488146291330897,1.0,SAMPLES=74;SNV=80;INDEL=0;STRATIFIED_FDR=1.0
5194,EIF2AK2,ENST00000233057,.,.,0.42488146291330897,1.0,SAMPLES=44;SNV=43;INDEL=2;STRATIFIED_FDR=1.0
5195,TET1,ENST00000373644,.,.,0.4248468076102434,1.0,SAMPLES=202;SNV=212;INDEL=3;STRATIFIED_FDR=1.0
5196,MSL1,ENST00000579565,.,.,0.4247659559890654,1.0,SAMPLES=21;SNV=20;INDEL=1;STRATIFIED_FDR=1.0
5197,ZNF763,ENST00000343949,.,.,0.4247197618198038,1.0,SAMPLES=38;SNV=41;INDEL=0;STRATIFIED_FDR=1.0
5198,SERF2,ENST00000409960,.,.,0.4247197618198038,1.0,SAMPLES=14;SNV=14;INDEL=0;STRATIFIED_FDR=1.0
5199,LMOD1,ENST00000367288,.,.,0.4244311595299052,1.0,SAMPLES=63;SNV=65;INDEL=0;STRATIFIED_FDR=1.0
5200,PSPN,ENST00000245810,.,.,0.4243850009559913,1.0,SAMPLES=11;SNV=11;INDEL=0;STRATIFIED_FDR=1.0
5201,DLK2,ENST00000357338,.,.,0.4243850009559913,1.0,SAMPLES=27;SNV=28;INDEL=0;STRATIFIED_FDR=1.0
5202,MIA,ENST00000263369,.,.,0.4240966209656456,1.0,SAMPLES=11;SNV=12;INDEL=0;STRATIFIED_FDR=1.0
5203,TNFAIP1,ENST00000226225,.,.,0.42401590887149915,1.0,SAMPLES=31;SNV=30;INDEL=1;STRATIFIED_FDR=1.0
5204,GAD1,ENST00000358196,.,.,0.4240043797967324,1.0,SAMPLES=77;SNV=78;INDEL=1;STRATIFIED_FDR=1.0
5205,TMEM178A,ENST00000281961,.,.,0.42394673901333063,1.0,SAMPLES=30;SNV=31;INDEL=0;STRATIFIED_FDR=1.0
5206,CCDC154,ENST00000389176,.,.,0.423935211774623,1.0,SAMPLES=20;SNV=20;INDEL=0;STRATIFIED_FDR=1.0
5207,KCNA2,ENST00000485317,.,.,0.42372777378011905,1.0,SAMPLES=64;SNV=69;INDEL=0;STRATIFIED_FDR=1.0
5208,SAP30,ENST00000296504,.,.,0.42365864979420714,1.0,SAMPLES=10;SNV=10;INDEL=0;STRATIFIED_FDR=1.0
5209,USP48,ENST00000308271,.,.,0.4236240919265786,1.0,SAMPLES=89;SNV=93;INDEL=0;STRATIFIED_FDR=1.0
5210,AGPAT5,ENST00000285518,.,.,0.4235089188904991,1.0,SAMPLES=15;SNV=13;INDEL=2;STRATIFIED_FDR=1.0
5211,TRAF2,ENST00000247668,.,.,0.4235089188904991,1.0,SAMPLES=46;SNV=47;INDEL=4;STRATIFIED_FDR=1.0
5212,GBP6,ENST00000370456,.,.,0.4234974032665998,1.0,SAMPLES=61;SNV=60;INDEL=2;STRATIFIED_FDR=1.0
5213,C6orf195,ENST00000296847,.,.,0.4234513438242081,1.0,SAMPLES=16;SNV=16;INDEL=0;STRATIFIED_FDR=1.0
5214,LACTB2,ENST00000276590,.,.,0.42342831593470925,1.0,SAMPLES=26;SNV=25;INDEL=2;STRATIFIED_FDR=1.0
5215,PALM2-AKAP2,ENST00000374530,.,.,0.4234052892661689,1.0,SAMPLES=128;SNV=133;INDEL=2;STRATIFIED_FDR=1.0
5216,CPNE2,ENST00000535318,.,.,0.4234052892661689,1.0,SAMPLES=50;SNV=51;INDEL=3;STRATIFIED_FDR=1.0
5217,WDR45,ENST00000356463,.,.,0.4232786644080474,1.0,SAMPLES=47;SNV=49;INDEL=0;STRATIFIED_FDR=1.0
5218,USP15,ENST00000280377,.,.,0.42319810417108744,1.0,SAMPLES=95;SNV=94;INDEL=3;STRATIFIED_FDR=1.0
5219,LCA5L,ENST00000358268,.,.,0.4231175588750222,1.0,SAMPLES=42;SNV=43;INDEL=0;STRATIFIED_FDR=1.0
5220,UCN,ENST00000296099,.,.,0.4230485319373559,1.0,SAMPLES=5;SNV=5;INDEL=0;STRATIFIED_FDR=1.0
5221,C2orf62,ENST00000289388,.,.,0.4230025200732521,1.0,SAMPLES=41;SNV=39;INDEL=2;STRATIFIED_FDR=1.0
5222,OSCP1,ENST00000235532,.,.,0.42296801437396864,1.0,SAMPLES=32;SNV=32;INDEL=0;STRATIFIED_FDR=1.0
5223,MGST1,ENST00000396209,.,.,0.4229450120974397,1.0,SAMPLES=13;SNV=12;INDEL=1;STRATIFIED_FDR=1.0
5224,GOLGA2,ENST00000421699,.,.,0.4228185213491851,1.0,SAMPLES=83;SNV=84;INDEL=2;STRATIFIED_FDR=1.0
5225,NAA10,ENST00000464845,.,.,0.42280702401687725,1.0,SAMPLES=24;SNV=24;INDEL=0;STRATIFIED_FDR=1.0
5226,CNKSR3,ENST00000607772,.,.,0.42261161592273544,1.0,SAMPLES=54;SNV=52;INDEL=2;STRATIFIED_FDR=1.0
5227,GNG5,ENST00000370641,.,.,0.4225196895867599,1.0,SAMPLES=4;SNV=4;INDEL=0;STRATIFIED_FDR=1.0
5228,SERPINB13,ENST00000344731,.,.,0.4223933226374644,1.0,SAMPLES=58;SNV=61;INDEL=1;STRATIFIED_FDR=1.0
5229,UBA52,ENST00000442744,.,.,0.42235886530447325,1.0,SAMPLES=19;SNV=19;INDEL=0;STRATIFIED_FDR=1.0
5230,ASIP,ENST00000568305,.,.,0.42235886530447325,1.0,SAMPLES=12;SNV=12;INDEL=0;STRATIFIED_FDR=1.0
5231,IGF2BP1,ENST00000290341,.,.,0.4222325451348574,1.0,SAMPLES=96;SNV=99;INDEL=0;STRATIFIED_FDR=1.0
5232,DPPA4,ENST00000335658,.,.,0.4222210633047757,1.0,SAMPLES=83;SNV=86;INDEL=0;STRATIFIED_FDR=1.0
5233,IPP,ENST00000396478,.,.,0.42217513901976145,1.0,SAMPLES=52;SNV=52;INDEL=2;STRATIFIED_FDR=1.0
5234,RANBP1,ENST00000331821,.,.,0.422106261696414,1.0,SAMPLES=11;SNV=11;INDEL=0;STRATIFIED_FDR=1.0
5235,PPP4C,ENST00000279387,.,.,0.42204887227024485,1.0,SAMPLES=25;SNV=25;INDEL=0;STRATIFIED_FDR=1.0
5236,ZNF80,ENST00000482457,.,.,0.4217161630654959,1.0,SAMPLES=70;SNV=70;INDEL=2;STRATIFIED_FDR=1.0
5237,CCDC64,ENST00000397558,.,.,0.42167029213710144,1.0,SAMPLES=49;SNV=49;INDEL=2;STRATIFIED_FDR=1.0
5238,RAX2,ENST00000555633,.,.,0.4214753947250068,1.0,SAMPLES=9;SNV=9;INDEL=0;STRATIFIED_FDR=1.0
5239,NTN4,ENST00000343702,.,.,0.4214524713668477,1.0,SAMPLES=66;SNV=69;INDEL=1;STRATIFIED_FDR=1.0
5240,UTS2B,ENST00000340524,.,.,0.42138370855125556,1.0,SAMPLES=17;SNV=17;INDEL=0;STRATIFIED_FDR=1.0
5241,DNAJB2,ENST00000336576,.,.,0.42131495662131013,1.0,SAMPLES=29;SNV=29;INDEL=0;STRATIFIED_FDR=1.0
5242,MAGED2,ENST00000375068,.,.,0.42126912804722627,1.0,SAMPLES=60;SNV=62;INDEL=0;STRATIFIED_FDR=1.0
5243,RAB22A,ENST00000244040,.,.,0.42114312439854046,1.0,SAMPLES=20;SNV=20;INDEL=1;STRATIFIED_FDR=1.0
5244,TRPC3,ENST00000379645,.,.,0.4211316713339714,1.0,SAMPLES=138;SNV=144;INDEL=1;STRATIFIED_FDR=1.0
5245,VRK2,ENST00000435505,.,.,0.42110876611090214,1.0,SAMPLES=47;SNV=47;INDEL=2;STRATIFIED_FDR=1.0
5246,CACNA1B,ENST00000371372,.,.,0.42104005768909974,1.0,SAMPLES=293;SNV=303;INDEL=1;STRATIFIED_FDR=1.0
5247,FES,ENST00000328850,.,.,0.42078821976850084,1.0,SAMPLES=60;SNV=60;INDEL=1;STRATIFIED_FDR=1.0
5248,DDX50,ENST00000373585,.,.,0.4207081201365317,1.0,SAMPLES=59;SNV=59;INDEL=2;STRATIFIED_FDR=1.0
5249,DHODH,ENST00000219240,.,.,0.42066235555028814,1.0,SAMPLES=28;SNV=28;INDEL=1;STRATIFIED_FDR=1.0
5250,VPS9D1,ENST00000389386,.,.,0.42062803527511167,1.0,SAMPLES=37;SNV=37;INDEL=2;STRATIFIED_FDR=1.0
5251,OR2A1,ENST00000408951,.,.,0.42061659578606453,1.0,SAMPLES=34;SNV=35;INDEL=0;STRATIFIED_FDR=1.0
5252,TWSG1,ENST00000262120,.,.,0.4205022174651761,1.0,SAMPLES=14;SNV=16;INDEL=0;STRATIFIED_FDR=1.0
5253,TNFRSF10C,ENST00000356864,.,.,0.4204907812896964,1.0,SAMPLES=14;SNV=13;INDEL=2;STRATIFIED_FDR=1.0
5254,STARD10,ENST00000334805,.,.,0.42044503959900126,1.0,SAMPLES=25;SNV=25;INDEL=1;STRATIFIED_FDR=1.0
5255,ZNF836,ENST00000322146,.,.,0.4201364091357674,1.0,SAMPLES=79;SNV=82;INDEL=0;STRATIFIED_FDR=1.0
5256,CRHR2,ENST00000348438,.,.,0.42002215719311564,1.0,SAMPLES=68;SNV=70;INDEL=0;STRATIFIED_FDR=1.0
5257,CYP4X1,ENST00000371901,.,.,0.4197024115634298,1.0,SAMPLES=66;SNV=70;INDEL=2;STRATIFIED_FDR=1.0
5258,FGB,ENST00000302068,.,.,0.41969099642939484,1.0,SAMPLES=63;SNV=63;INDEL=0;STRATIFIED_FDR=1.0
5259,SGCD,ENST00000337851,.,.,0.41962251192528643,1.0,SAMPLES=53;SNV=56;INDEL=0;STRATIFIED_FDR=1.0
5260,MSANTD4,ENST00000301919,.,.,0.41957686158815466,1.0,SAMPLES=35;SNV=34;INDEL=1;STRATIFIED_FDR=1.0
5261,MAEL,ENST00000367872,.,.,0.4194969850426958,1.0,SAMPLES=79;SNV=79;INDEL=2;STRATIFIED_FDR=1.0
5262,NLGN1,ENST00000457714,.,.,0.419485575306809,1.0,SAMPLES=166;SNV=180;INDEL=3;STRATIFIED_FDR=1.0
5263,RP11-80A15.1,ENST00000555109,.,.,0.4192916556452417,1.0,SAMPLES=2;SNV=2;INDEL=0;STRATIFIED_FDR=1.0
5264,ARMC4,ENST00000305242,.,.,0.4192118315335458,1.0,SAMPLES=196;SNV=215;INDEL=1;STRATIFIED_FDR=1.0
5265,WNT16,ENST00000222462,.,.,0.41912062193919536,1.0,SAMPLES=35;SNV=34;INDEL=2;STRATIFIED_FDR=1.0
5266,CTTN,ENST00000376561,.,.,0.4190636256686694,1.0,SAMPLES=64;SNV=64;INDEL=0;STRATIFIED_FDR=1.0
5267,UPK3A,ENST00000216211,.,.,0.4190180340373226,1.0,SAMPLES=27;SNV=27;INDEL=0;STRATIFIED_FDR=1.0
5268,KLF3,ENST00000261438,.,.,0.4190180340373226,1.0,SAMPLES=40;SNV=41;INDEL=0;STRATIFIED_FDR=1.0
5269,WDR48,ENST00000302313,.,.,0.41897244719161947,1.0,SAMPLES=39;SNV=38;INDEL=2;STRATIFIED_FDR=1.0
5270,TBC1D10B,ENST00000409939,.,.,0.4189268651305555,1.0,SAMPLES=27;SNV=26;INDEL=1;STRATIFIED_FDR=1.0
5271,SPDL1,ENST00000265295,.,.,0.4189040758939494,1.0,SAMPLES=47;SNV=45;INDEL=2;STRATIFIED_FDR=1.0
5272,C4orf3,ENST00000399075,.,.,0.4188357153583285,1.0,SAMPLES=17;SNV=17;INDEL=1;STRATIFIED_FDR=1.0
5273,CASC5,ENST00000346991,.,.,0.4188243229817974,1.0,SAMPLES=133;SNV=140;INDEL=5;STRATIFIED_FDR=1.0
5274,GATS,ENST00000436886,.,.,0.41871041564988226,1.0,SAMPLES=10;SNV=10;INDEL=0;STRATIFIED_FDR=1.0
5275,ZFP62,ENST00000502412,.,.,0.4186193112900132,1.0,SAMPLES=23;SNV=25;INDEL=0;STRATIFIED_FDR=1.0
5276,C4orf29,ENST00000398965,.,.,0.41856238076860985,1.0,SAMPLES=24;SNV=24;INDEL=0;STRATIFIED_FDR=1.0
5277,CPNE4,ENST00000512055,.,.,0.41847130745429084,1.0,SAMPLES=97;SNV=100;INDEL=1;STRATIFIED_FDR=1.0
5278,HPS4,ENST00000398145,.,.,0.41847130745429084,1.0,SAMPLES=54;SNV=53;INDEL=2;STRATIFIED_FDR=1.0
5279,CRYGB,ENST00000260988,.,.,0.41847130745429084,1.0,SAMPLES=24;SNV=24;INDEL=0;STRATIFIED_FDR=1.0
5280,RRAGA,ENST00000380527,.,.,0.41833473328238413,1.0,SAMPLES=26;SNV=24;INDEL=2;STRATIFIED_FDR=1.0
5281,TRPV3,ENST00000301365,.,.,0.4182664622989219,1.0,SAMPLES=74;SNV=75;INDEL=0;STRATIFIED_FDR=1.0
5282,SCAMP2,ENST00000268099,.,.,0.41823233083133704,1.0,SAMPLES=25;SNV=26;INDEL=0;STRATIFIED_FDR=1.0
5283,RP5-850E9.3,ENST00000488788,.,.,0.41809583177880333,1.0,SAMPLES=4;SNV=4;INDEL=0;STRATIFIED_FDR=1.0
5284,SMAD9,ENST00000379826,.,.,0.41806171371801426,1.0,SAMPLES=55;SNV=54;INDEL=1;STRATIFIED_FDR=1.0
5285,OR4S2,ENST00000312422,.,.,0.4180389698331228,1.0,SAMPLES=116;SNV=121;INDEL=3;STRATIFIED_FDR=1.0
5286,C19orf47,ENST00000582783,.,.,0.41798211533137203,1.0,SAMPLES=32;SNV=32;INDEL=1;STRATIFIED_FDR=1.0
5287,RP13-996F3.5,ENST00000559949,.,.,0.41789116360708084,1.0,SAMPLES=5;SNV=5;INDEL=0;STRATIFIED_FDR=1.0
5288,PRKCB,ENST00000303531,.,.,0.4178684286518654,1.0,SAMPLES=164;SNV=177;INDEL=4;STRATIFIED_FDR=1.0
5289,GOLGA6L2,ENST00000567107,.,.,0.4178002309262831,1.0,SAMPLES=31;SNV=31;INDEL=0;STRATIFIED_FDR=1.0
5290,GSTA4,ENST00000370963,.,.,0.41770931728100597,1.0,SAMPLES=18;SNV=17;INDEL=1;STRATIFIED_FDR=1.0
5291,DLG4,ENST00000399510,.,.,0.4175729824872625,1.0,SAMPLES=75;SNV=78;INDEL=0;STRATIFIED_FDR=1.0
5292,ZNF773,ENST00000599847,.,.,0.4175161889522977,1.0,SAMPLES=14;SNV=14;INDEL=0;STRATIFIED_FDR=1.0
5293,OR2A12,ENST00000408949,.,.,0.4175048311364905,1.0,SAMPLES=88;SNV=96;INDEL=0;STRATIFIED_FDR=1.0
5294,ARFIP1,ENST00000451320,.,.,0.41744804651252876,1.0,SAMPLES=27;SNV=26;INDEL=1;STRATIFIED_FDR=1.0
5295,ALPL,ENST00000374840,.,.,0.41739126931226705,1.0,SAMPLES=62;SNV=63;INDEL=0;STRATIFIED_FDR=1.0
5296,TMEM54,ENST00000373463,.,.,0.41722098223427795,1.0,SAMPLES=18;SNV=19;INDEL=0;STRATIFIED_FDR=1.0
5297,THUMPD2,ENST00000505747,.,.,0.41722098223427795,1.0,SAMPLES=26;SNV=26;INDEL=1;STRATIFIED_FDR=1.0
5298,SMG1,ENST00000446231,.,.,0.41715288609418605,1.0,SAMPLES=232;SNV=232;INDEL=13;STRATIFIED_FDR=1.0
5299,KCNIP1,ENST00000377360,.,.,0.417118842027702,1.0,SAMPLES=32;SNV=33;INDEL=0;STRATIFIED_FDR=1.0
5300,EDF1,ENST00000224073,.,.,0.41705076189976586,1.0,SAMPLES=12;SNV=11;INDEL=1;STRATIFIED_FDR=1.0
5301,MYL5,ENST00000400159,.,.,0.4167218583134981,1.0,SAMPLES=14;SNV=14;INDEL=0;STRATIFIED_FDR=1.0
5302,TRMT2A,ENST00000252136,.,.,0.4166651759654487,1.0,SAMPLES=49;SNV=48;INDEL=3;STRATIFIED_FDR=1.0
5303,HTR1D,ENST00000374619,.,.,0.4166198354129303,1.0,SAMPLES=45;SNV=46;INDEL=1;STRATIFIED_FDR=1.0
5304,TERF1,ENST00000276603,.,.,0.41659716691163834,1.0,SAMPLES=43;SNV=44;INDEL=0;STRATIFIED_FDR=1.0
5305,EPX,ENST00000225371,.,.,0.41651783647358726,1.0,SAMPLES=84;SNV=83;INDEL=3;STRATIFIED_FDR=1.0
5306,GLT8D2,ENST00000360814,.,.,0.4164045324077467,1.0,SAMPLES=48;SNV=48;INDEL=1;STRATIFIED_FDR=1.0
5307,RP13-996F3.4,ENST00000557886,.,.,0.4163705469514225,1.0,SAMPLES=2;SNV=2;INDEL=0;STRATIFIED_FDR=1.0
5308,FAM174B,ENST00000327355,.,.,0.41632523714627934,1.0,SAMPLES=9;SNV=9;INDEL=0;STRATIFIED_FDR=1.0
5309,SMCO4,ENST00000298966,.,.,0.4162686065366067,1.0,SAMPLES=6;SNV=6;INDEL=0;STRATIFIED_FDR=1.0
5310,ESRP2,ENST00000473183,.,.,0.4161666900442904,1.0,SAMPLES=57;SNV=57;INDEL=3;STRATIFIED_FDR=1.0
5311,PLBD1,ENST00000240617,.,.,0.41598556420206406,1.0,SAMPLES=42;SNV=42;INDEL=0;STRATIFIED_FDR=1.0
5312,DAGLB,ENST00000297056,.,.,0.41588371410226227,1.0,SAMPLES=51;SNV=50;INDEL=1;STRATIFIED_FDR=1.0
5313,ANXA13,ENST00000262219,.,.,0.4158610839901263,1.0,SAMPLES=38;SNV=42;INDEL=1;STRATIFIED_FDR=1.0
5314,SBNO2,ENST00000361757,.,.,0.4158610839901263,1.0,SAMPLES=81;SNV=80;INDEL=4;STRATIFIED_FDR=1.0
5315,PTGES3L-AARSD1,ENST00000421990,.,.,0.4155783070388907,1.0,SAMPLES=46;SNV=49;INDEL=0;STRATIFIED_FDR=1.0
5316,METTL4,ENST00000574538,.,.,0.4155443861743553,1.0,SAMPLES=36;SNV=36;INDEL=0;STRATIFIED_FDR=1.0
5317,NRDE2,ENST00000354366,.,.,0.4154991624758891,1.0,SAMPLES=86;SNV=86;INDEL=3;STRATIFIED_FDR=1.0
5318,SPATA31A7,ENST00000355045,.,.,0.41546524779218874,1.0,SAMPLES=27;SNV=28;INDEL=0;STRATIFIED_FDR=1.0
5319,TTI1,ENST00000373448,.,.,0.41536351962887297,1.0,SAMPLES=120;SNV=120;INDEL=3;STRATIFIED_FDR=1.0
5320,MGAT4C,ENST00000604798,.,.,0.4152844141948628,1.0,SAMPLES=126;SNV=130;INDEL=2;STRATIFIED_FDR=1.0
